Date,Currency,Exchange
5/27/2016,CAD,1.30
5/27/2016,AUD,1.39
5/27/2016,EUR,0.90
5/27/2016,GBP,0.68
5/28/2016,USD,1.00
5/28/2016,CAD,1.30
5/28/2016,AUD,1.39
5/28/2016,EUR,0.90
5/28/2016,GBP,0.68
5/29/2016,USD,1.00
5/29/2016,CAD,1.30
5/29/2016,AUD,1.39
5/29/2016,EUR,0.90
5/29/2016,GBP,0.68
5/30/2016,USD,1.00
5/30/2016,CAD,1.30
5/30/2016,AUD,1.39
5/30/2016,EUR,0.90
5/30/2016,GBP,0.68
5/31/2016,USD,1.00
5/31/2016,CAD,1.30
5/31/2016,AUD,1.38
5/31/2016,EUR,0.90
5/31/2016,GBP,0.68
6/1/2016,USD,1.00
6/1/2016,CAD,1.31
6/1/2016,AUD,1.38
6/1/2016,EUR,0.89
6/1/2016,GBP,0.69
6/2/2016,USD,1.00
6/2/2016,CAD,1.31
6/2/2016,AUD,1.39
6/2/2016,EUR,0.89
6/2/2016,GBP,0.69
6/3/2016,USD,1.00
6/3/2016,CAD,1.31
6/3/2016,AUD,1.38
6/3/2016,EUR,0.90
6/3/2016,GBP,0.69
6/4/2016,USD,1.00
6/4/2016,CAD,1.31
6/4/2016,AUD,1.38
6/4/2016,EUR,0.90
6/4/2016,GBP,0.69
6/5/2016,USD,1.00
6/5/2016,CAD,1.31
6/5/2016,AUD,1.38
6/5/2016,EUR,0.90
6/5/2016,GBP,0.69
6/6/2016,USD,1.00
6/6/2016,CAD,1.29
6/6/2016,AUD,1.36
6/6/2016,EUR,0.88
6/6/2016,GBP,0.69
6/7/2016,USD,1.00
6/7/2016,CAD,1.28
6/7/2016,AUD,1.34
6/7/2016,EUR,0.88
6/7/2016,GBP,0.69
6/8/2016,USD,1.00
6/8/2016,CAD,1.27
6/8/2016,AUD,1.34
6/8/2016,EUR,0.88
6/8/2016,GBP,0.69
6/9/2016,USD,1.00
6/9/2016,CAD,1.27
6/9/2016,AUD,1.34
6/9/2016,EUR,0.88
6/9/2016,GBP,0.69
6/10/2016,USD,1.00
6/10/2016,CAD,1.27
6/10/2016,AUD,1.35
6/10/2016,EUR,0.88
6/10/2016,GBP,0.69
6/11/2016,USD,1.00
6/11/2016,CAD,1.27
6/11/2016,AUD,1.35
6/11/2016,EUR,0.88
6/11/2016,GBP,0.69
6/12/2016,USD,1.00
6/12/2016,CAD,1.27
6/12/2016,AUD,1.35
6/12/2016,EUR,0.88
6/12/2016,GBP,0.69
6/13/2016,USD,1.00
6/13/2016,CAD,1.28
6/13/2016,AUD,1.35
6/13/2016,EUR,0.89
6/13/2016,GBP,0.71
6/14/2016,USD,1.00
6/14/2016,CAD,1.29
6/14/2016,AUD,1.36
6/14/2016,EUR,0.89
6/14/2016,GBP,0.71
6/15/2016,USD,1.00
6/15/2016,CAD,1.29
6/15/2016,AUD,1.35
6/15/2016,EUR,0.89
6/15/2016,GBP,0.70
6/16/2016,USD,1.00
6/16/2016,CAD,1.30
6/16/2016,AUD,1.36
6/16/2016,EUR,0.89
6/16/2016,GBP,0.71
6/17/2016,USD,1.00
6/17/2016,CAD,1.29
6/17/2016,AUD,1.35
6/17/2016,EUR,0.89
6/17/2016,GBP,0.70
6/18/2016,USD,1.00
6/18/2016,CAD,1.29
6/18/2016,AUD,1.35
6/18/2016,EUR,0.89
6/18/2016,GBP,0.70
6/19/2016,USD,1.00
6/19/2016,CAD,1.29
6/19/2016,AUD,1.35
6/19/2016,EUR,0.89
6/19/2016,GBP,0.70
6/20/2016,USD,1.00
6/20/2016,CAD,1.28
6/20/2016,AUD,1.34
6/20/2016,EUR,0.88
6/20/2016,GBP,0.68
6/21/2016,USD,1.00
6/21/2016,CAD,1.28
6/21/2016,AUD,1.33
6/21/2016,EUR,0.88
6/21/2016,GBP,0.68
6/22/2016,USD,1.00
6/22/2016,CAD,1.28
6/22/2016,AUD,1.33
6/22/2016,EUR,0.89
6/22/2016,GBP,0.68
6/23/2016,USD,1.00
6/23/2016,CAD,1.27
6/23/2016,AUD,1.32
6/23/2016,EUR,0.88
6/23/2016,GBP,0.67
6/24/2016,USD,1.00
6/24/2016,CAD,1.30
6/24/2016,AUD,1.35
6/24/2016,EUR,0.90
6/24/2016,GBP,0.73
6/25/2016,USD,1.00
6/25/2016,CAD,1.30
6/25/2016,AUD,1.35
6/25/2016,EUR,0.90
6/25/2016,GBP,0.73
6/26/2016,USD,1.00
6/26/2016,CAD,1.30
6/26/2016,AUD,1.35
6/26/2016,EUR,0.90
6/26/2016,GBP,0.73
6/27/2016,USD,1.00
6/27/2016,CAD,1.30
6/27/2016,AUD,1.35
6/27/2016,EUR,0.91
6/27/2016,GBP,0.76
6/28/2016,USD,1.00
6/28/2016,CAD,1.30
6/28/2016,AUD,1.35
6/28/2016,EUR,0.90
6/28/2016,GBP,0.75
6/29/2016,USD,1.00
6/29/2016,CAD,1.30
6/29/2016,AUD,1.34
6/29/2016,EUR,0.90
6/29/2016,GBP,0.74
6/30/2016,USD,1.00
6/30/2016,CAD,1.30
6/30/2016,AUD,1.34
6/30/2016,EUR,0.90
6/30/2016,GBP,0.74
7/1/2016,USD,1.00
7/1/2016,CAD,1.29
7/1/2016,AUD,1.34
7/1/2016,EUR,0.90
7/1/2016,GBP,0.75
7/2/2016,USD,1.00
7/2/2016,CAD,1.29
7/2/2016,AUD,1.34
7/2/2016,EUR,0.90
7/2/2016,GBP,0.75
7/3/2016,USD,1.00
7/3/2016,CAD,1.29
7/3/2016,AUD,1.34
7/3/2016,EUR,0.90
7/3/2016,GBP,0.75
7/4/2016,USD,1.00
7/4/2016,CAD,1.29
7/4/2016,AUD,1.33
7/4/2016,EUR,0.90
7/4/2016,GBP,0.75
7/5/2016,USD,1.00
7/5/2016,CAD,1.29
7/5/2016,AUD,1.34
7/5/2016,EUR,0.90
7/5/2016,GBP,0.76
7/6/2016,USD,1.00
7/6/2016,CAD,1.30
7/6/2016,AUD,1.34
7/6/2016,EUR,0.90
7/6/2016,GBP,0.77
7/7/2016,USD,1.00
7/7/2016,CAD,1.29
7/7/2016,AUD,1.33
7/7/2016,EUR,0.90
7/7/2016,GBP,0.77
7/8/2016,USD,1.00
7/8/2016,CAD,1.30
7/8/2016,AUD,1.33
7/8/2016,EUR,0.90
7/8/2016,GBP,0.77
7/9/2016,USD,1.00
7/9/2016,CAD,1.30
7/9/2016,AUD,1.33
7/9/2016,EUR,0.90
7/9/2016,GBP,0.77
7/10/2016,USD,1.00
7/10/2016,CAD,1.30
7/10/2016,AUD,1.33
7/10/2016,EUR,0.90
7/10/2016,GBP,0.77
7/11/2016,USD,1.00
7/11/2016,CAD,1.31
7/11/2016,AUD,1.32
7/11/2016,EUR,0.91
7/11/2016,GBP,0.77
7/12/2016,USD,1.00
7/12/2016,CAD,1.30
7/12/2016,AUD,1.31
7/12/2016,EUR,0.90
7/12/2016,GBP,0.76
7/13/2016,USD,1.00
7/13/2016,CAD,1.31
7/13/2016,AUD,1.31
7/13/2016,EUR,0.90
7/13/2016,GBP,0.75
7/14/2016,USD,1.00
7/14/2016,CAD,1.29
7/14/2016,AUD,1.31
7/14/2016,EUR,0.90
7/14/2016,GBP,0.75
7/15/2016,USD,1.00
7/15/2016,CAD,1.29
7/15/2016,AUD,1.31
7/15/2016,EUR,0.90
7/15/2016,GBP,0.75
7/16/2016,USD,1.00
7/16/2016,CAD,1.29
7/16/2016,AUD,1.31
7/16/2016,EUR,0.90
7/16/2016,GBP,0.75
7/17/2016,USD,1.00
7/17/2016,CAD,1.29
7/17/2016,AUD,1.31
7/17/2016,EUR,0.90
7/17/2016,GBP,0.75
7/18/2016,USD,1.00
7/18/2016,CAD,1.30
7/18/2016,AUD,1.32
7/18/2016,EUR,0.90
7/18/2016,GBP,0.75
7/19/2016,USD,1.00
7/19/2016,CAD,1.30
7/19/2016,AUD,1.33
7/19/2016,EUR,0.91
7/19/2016,GBP,0.76
7/20/2016,USD,1.00
7/20/2016,CAD,1.31
7/20/2016,AUD,1.34
7/20/2016,EUR,0.91
7/20/2016,GBP,0.76
7/21/2016,USD,1.00
7/21/2016,CAD,1.31
7/21/2016,AUD,1.34
7/21/2016,EUR,0.91
7/21/2016,GBP,0.76
7/22/2016,USD,1.00
7/22/2016,CAD,1.31
7/22/2016,AUD,1.34
7/22/2016,EUR,0.91
7/22/2016,GBP,0.76
7/23/2016,USD,1.00
7/23/2016,CAD,1.31
7/23/2016,AUD,1.34
7/23/2016,EUR,0.91
7/23/2016,GBP,0.76
7/24/2016,USD,1.00
7/24/2016,CAD,1.31
7/24/2016,AUD,1.34
7/24/2016,EUR,0.91
7/24/2016,GBP,0.76
7/25/2016,USD,1.00
7/25/2016,CAD,1.32
7/25/2016,AUD,1.34
7/25/2016,EUR,0.91
7/25/2016,GBP,0.76
7/26/2016,USD,1.00
7/26/2016,CAD,1.32
7/26/2016,AUD,1.33
7/26/2016,EUR,0.91
7/26/2016,GBP,0.76
7/27/2016,USD,1.00
7/27/2016,CAD,1.32
7/27/2016,AUD,1.34
7/27/2016,EUR,0.91
7/27/2016,GBP,0.76
7/28/2016,USD,1.00
7/28/2016,CAD,1.32
7/28/2016,AUD,1.33
7/28/2016,EUR,0.90
7/28/2016,GBP,0.76
7/29/2016,USD,1.00
7/29/2016,CAD,1.32
7/29/2016,AUD,1.33
7/29/2016,EUR,0.90
7/29/2016,GBP,0.76
7/30/2016,USD,1.00
7/30/2016,CAD,1.32
7/30/2016,AUD,1.33
7/30/2016,EUR,0.90
7/30/2016,GBP,0.76
7/31/2016,USD,1.00
7/31/2016,CAD,1.32
7/31/2016,AUD,1.33
7/31/2016,EUR,0.90
7/31/2016,GBP,0.76
8/1/2016,USD,1.00
8/1/2016,CAD,1.31
8/1/2016,AUD,1.32
8/1/2016,EUR,0.90
8/1/2016,GBP,0.76
8/2/2016,USD,1.00
8/2/2016,CAD,1.31
8/2/2016,AUD,1.31
8/2/2016,EUR,0.89
8/2/2016,GBP,0.75
8/3/2016,USD,1.00
8/3/2016,CAD,1.31
8/3/2016,AUD,1.32
8/3/2016,EUR,0.89
8/3/2016,GBP,0.75
8/4/2016,USD,1.00
8/4/2016,CAD,1.31
8/4/2016,AUD,1.31
8/4/2016,EUR,0.90
8/4/2016,GBP,0.76
8/5/2016,USD,1.00
8/5/2016,CAD,1.30
8/5/2016,AUD,1.31
8/5/2016,EUR,0.90
8/5/2016,GBP,0.76
8/6/2016,USD,1.00
8/6/2016,CAD,1.30
8/6/2016,AUD,1.31
8/6/2016,EUR,0.90
8/6/2016,GBP,0.76
8/7/2016,USD,1.00
8/7/2016,CAD,1.30
8/7/2016,AUD,1.31
8/7/2016,EUR,0.90
8/7/2016,GBP,0.76
8/8/2016,USD,1.00
8/8/2016,CAD,1.31
8/8/2016,AUD,1.31
8/8/2016,EUR,0.90
8/8/2016,GBP,0.77
8/9/2016,USD,1.00
8/9/2016,CAD,1.31
8/9/2016,AUD,1.31
8/9/2016,EUR,0.90
8/9/2016,GBP,0.77
8/10/2016,USD,1.00
8/10/2016,CAD,1.30
8/10/2016,AUD,1.29
8/10/2016,EUR,0.89
8/10/2016,GBP,0.76
8/11/2016,USD,1.00
8/11/2016,CAD,1.31
8/11/2016,AUD,1.30
8/11/2016,EUR,0.90
8/11/2016,GBP,0.77
8/12/2016,USD,1.00
8/12/2016,CAD,1.30
8/12/2016,AUD,1.30
8/12/2016,EUR,0.90
8/12/2016,GBP,0.77
8/13/2016,USD,1.00
8/13/2016,CAD,1.30
8/13/2016,AUD,1.30
8/13/2016,EUR,0.90
8/13/2016,GBP,0.77
8/14/2016,USD,1.00
8/14/2016,CAD,1.30
8/14/2016,AUD,1.30
8/14/2016,EUR,0.90
8/14/2016,GBP,0.77
8/15/2016,USD,1.00
8/15/2016,CAD,1.29
8/15/2016,AUD,1.30
8/15/2016,EUR,0.89
8/15/2016,GBP,0.78
8/16/2016,USD,1.00
8/16/2016,CAD,1.28
8/16/2016,AUD,1.29
8/16/2016,EUR,0.89
8/16/2016,GBP,0.77
8/17/2016,USD,1.00
8/17/2016,CAD,1.29
8/17/2016,AUD,1.31
8/17/2016,EUR,0.89
8/17/2016,GBP,0.77
8/18/2016,USD,1.00
8/18/2016,CAD,1.28
8/18/2016,AUD,1.30
8/18/2016,EUR,0.88
8/18/2016,GBP,0.76
8/19/2016,USD,1.00
8/19/2016,CAD,1.28
8/19/2016,AUD,1.31
8/19/2016,EUR,0.88
8/19/2016,GBP,0.76
8/20/2016,USD,1.00
8/20/2016,CAD,1.28
8/20/2016,AUD,1.31
8/20/2016,EUR,0.88
8/20/2016,GBP,0.76
8/21/2016,USD,1.00
8/21/2016,CAD,1.28
8/21/2016,AUD,1.31
8/21/2016,EUR,0.88
8/21/2016,GBP,0.76
8/22/2016,USD,1.00
8/22/2016,CAD,1.29
8/22/2016,AUD,1.31
8/22/2016,EUR,0.88
8/22/2016,GBP,0.76
8/23/2016,USD,1.00
8/23/2016,CAD,1.29
8/23/2016,AUD,1.31
8/23/2016,EUR,0.88
8/23/2016,GBP,0.76
8/24/2016,USD,1.00
8/24/2016,CAD,1.29
8/24/2016,AUD,1.31
8/24/2016,EUR,0.89
8/24/2016,GBP,0.76
8/25/2016,USD,1.00
8/25/2016,CAD,1.29
8/25/2016,AUD,1.31
8/25/2016,EUR,0.89
8/25/2016,GBP,0.76
8/26/2016,USD,1.00
8/26/2016,CAD,1.29
8/26/2016,AUD,1.31
8/26/2016,EUR,0.89
8/26/2016,GBP,0.76
8/27/2016,USD,1.00
8/27/2016,CAD,1.29
8/27/2016,AUD,1.31
8/27/2016,EUR,0.89
8/27/2016,GBP,0.76
8/28/2016,USD,1.00
8/28/2016,CAD,1.29
8/28/2016,AUD,1.31
8/28/2016,EUR,0.89
8/28/2016,GBP,0.76
8/29/2016,USD,1.00
8/29/2016,CAD,1.30
8/29/2016,AUD,1.32
8/29/2016,EUR,0.90
8/29/2016,GBP,0.77
8/30/2016,USD,1.00
8/30/2016,CAD,1.30
8/30/2016,AUD,1.32
8/30/2016,EUR,0.90
8/30/2016,GBP,0.76
8/31/2016,USD,1.00
8/31/2016,CAD,1.31
8/31/2016,AUD,1.33
8/31/2016,EUR,0.90
8/31/2016,GBP,0.76
9/1/2016,USD,1.00
9/1/2016,CAD,1.31
9/1/2016,AUD,1.33
9/1/2016,EUR,0.90
9/1/2016,GBP,0.75
9/2/2016,USD,1.00
9/2/2016,CAD,1.31
9/2/2016,AUD,1.32
9/2/2016,EUR,0.89
9/2/2016,GBP,0.75
9/3/2016,USD,1.00
9/3/2016,CAD,1.31
9/3/2016,AUD,1.32
9/3/2016,EUR,0.89
9/3/2016,GBP,0.75
9/4/2016,USD,1.00
9/4/2016,CAD,1.31
9/4/2016,AUD,1.32
9/4/2016,EUR,0.89
9/4/2016,GBP,0.75
9/5/2016,USD,1.00
9/5/2016,CAD,1.29
9/5/2016,AUD,1.32
9/5/2016,EUR,0.90
9/5/2016,GBP,0.75
9/6/2016,USD,1.00
9/6/2016,CAD,1.29
9/6/2016,AUD,1.31
9/6/2016,EUR,0.90
9/6/2016,GBP,0.75
9/7/2016,USD,1.00
9/7/2016,CAD,1.29
9/7/2016,AUD,1.30
9/7/2016,EUR,0.89
9/7/2016,GBP,0.75
9/8/2016,USD,1.00
9/8/2016,CAD,1.29
9/8/2016,AUD,1.30
9/8/2016,EUR,0.89
9/8/2016,GBP,0.75
9/9/2016,USD,1.00
9/9/2016,CAD,1.30
9/9/2016,AUD,1.32
9/9/2016,EUR,0.89
9/9/2016,GBP,0.75
9/10/2016,USD,1.00
9/10/2016,CAD,1.30
9/10/2016,AUD,1.32
9/10/2016,EUR,0.89
9/10/2016,GBP,0.75
9/11/2016,USD,1.00
9/11/2016,CAD,1.30
9/11/2016,AUD,1.32
9/11/2016,EUR,0.89
9/11/2016,GBP,0.75
9/12/2016,USD,1.00
9/12/2016,CAD,1.31
9/12/2016,AUD,1.33
9/12/2016,EUR,0.89
9/12/2016,GBP,0.75
9/13/2016,USD,1.00
9/13/2016,CAD,1.31
9/13/2016,AUD,1.33
9/13/2016,EUR,0.89
9/13/2016,GBP,0.75
9/14/2016,USD,1.00
9/14/2016,CAD,1.32
9/14/2016,AUD,1.34
9/14/2016,EUR,0.89
9/14/2016,GBP,0.76
9/15/2016,USD,1.00
9/15/2016,CAD,1.32
9/15/2016,AUD,1.34
9/15/2016,EUR,0.89
9/15/2016,GBP,0.76
9/16/2016,USD,1.00
9/16/2016,CAD,1.32
9/16/2016,AUD,1.33
9/16/2016,EUR,0.89
9/16/2016,GBP,0.76
9/17/2016,USD,1.00
9/17/2016,CAD,1.32
9/17/2016,AUD,1.33
9/17/2016,EUR,0.89
9/17/2016,GBP,0.76
9/18/2016,USD,1.00
9/18/2016,CAD,1.32
9/18/2016,AUD,1.33
9/18/2016,EUR,0.89
9/18/2016,GBP,0.76
9/19/2016,USD,1.00
9/19/2016,CAD,1.32
9/19/2016,AUD,1.32
9/19/2016,EUR,0.90
9/19/2016,GBP,0.77
9/20/2016,USD,1.00
9/20/2016,CAD,1.32
9/20/2016,AUD,1.32
9/20/2016,EUR,0.89
9/20/2016,GBP,0.77
9/21/2016,USD,1.00
9/21/2016,CAD,1.31
9/21/2016,AUD,1.32
9/21/2016,EUR,0.90
9/21/2016,GBP,0.77
9/22/2016,USD,1.00
9/22/2016,CAD,1.30
9/22/2016,AUD,1.31
9/22/2016,EUR,0.89
9/22/2016,GBP,0.76
9/23/2016,USD,1.00
9/23/2016,CAD,1.30
9/23/2016,AUD,1.31
9/23/2016,EUR,0.89
9/23/2016,GBP,0.77
9/24/2016,USD,1.00
9/24/2016,CAD,1.30
9/24/2016,AUD,1.31
9/24/2016,EUR,0.89
9/24/2016,GBP,0.77
9/25/2016,USD,1.00
9/25/2016,CAD,1.30
9/25/2016,AUD,1.31
9/25/2016,EUR,0.89
9/25/2016,GBP,0.77
9/26/2016,USD,1.00
9/26/2016,CAD,1.32
9/26/2016,AUD,1.31
9/26/2016,EUR,0.89
9/26/2016,GBP,0.77
9/27/2016,USD,1.00
9/27/2016,CAD,1.33
9/27/2016,AUD,1.31
9/27/2016,EUR,0.89
9/27/2016,GBP,0.77
9/28/2016,USD,1.00
9/28/2016,CAD,1.32
9/28/2016,AUD,1.30
9/28/2016,EUR,0.89
9/28/2016,GBP,0.77
9/29/2016,USD,1.00
9/29/2016,CAD,1.31
9/29/2016,AUD,1.30
9/29/2016,EUR,0.89
9/29/2016,GBP,0.77
9/30/2016,USD,1.00
9/30/2016,CAD,1.32
9/30/2016,AUD,1.31
9/30/2016,EUR,0.90
9/30/2016,GBP,0.77
10/1/2016,USD,1.00
10/1/2016,CAD,1.32
10/1/2016,AUD,1.31
10/1/2016,EUR,0.90
10/1/2016,GBP,0.77
10/2/2016,USD,1.00
10/2/2016,CAD,1.32
10/2/2016,AUD,1.31
10/2/2016,EUR,0.90
10/2/2016,GBP,0.77
10/3/2016,USD,1.00
10/3/2016,CAD,1.31
10/3/2016,AUD,1.30
10/3/2016,EUR,0.89
10/3/2016,GBP,0.78
10/4/2016,USD,1.00
10/4/2016,CAD,1.32
10/4/2016,AUD,1.30
10/4/2016,EUR,0.90
10/4/2016,GBP,0.78
10/5/2016,USD,1.00
10/5/2016,CAD,1.32
10/5/2016,AUD,1.31
10/5/2016,EUR,0.89
10/5/2016,GBP,0.79
10/6/2016,USD,1.00
10/6/2016,CAD,1.32
10/6/2016,AUD,1.32
10/6/2016,EUR,0.89
10/6/2016,GBP,0.79
10/7/2016,USD,1.00
10/7/2016,CAD,1.33
10/7/2016,AUD,1.32
10/7/2016,EUR,0.90
10/7/2016,GBP,0.81
10/8/2016,USD,1.00
10/8/2016,CAD,1.33
10/8/2016,AUD,1.32
10/8/2016,EUR,0.90
10/8/2016,GBP,0.81
10/9/2016,USD,1.00
10/9/2016,CAD,1.33
10/9/2016,AUD,1.32
10/9/2016,EUR,0.90
10/9/2016,GBP,0.81
10/10/2016,USD,1.00
10/10/2016,CAD,1.33
10/10/2016,AUD,1.32
10/10/2016,EUR,0.90
10/10/2016,GBP,0.81
10/11/2016,USD,1.00
10/11/2016,CAD,1.32
10/11/2016,AUD,1.32
10/11/2016,EUR,0.90
10/11/2016,GBP,0.81
10/12/2016,USD,1.00
10/12/2016,CAD,1.32
10/12/2016,AUD,1.32
10/12/2016,EUR,0.91
10/12/2016,GBP,0.82
10/13/2016,USD,1.00
10/13/2016,CAD,1.32
10/13/2016,AUD,1.32
10/13/2016,EUR,0.91
10/13/2016,GBP,0.82
10/14/2016,USD,1.00
10/14/2016,CAD,1.32
10/14/2016,AUD,1.31
10/14/2016,EUR,0.91
10/14/2016,GBP,0.82
10/15/2016,USD,1.00
10/15/2016,CAD,1.32
10/15/2016,AUD,1.31
10/15/2016,EUR,0.91
10/15/2016,GBP,0.82
10/16/2016,USD,1.00
10/16/2016,CAD,1.32
10/16/2016,AUD,1.31
10/16/2016,EUR,0.91
10/16/2016,GBP,0.82
10/17/2016,USD,1.00
10/17/2016,CAD,1.31
10/17/2016,AUD,1.31
10/17/2016,EUR,0.91
10/17/2016,GBP,0.82
10/18/2016,USD,1.00
10/18/2016,CAD,1.31
10/18/2016,AUD,1.30
10/18/2016,EUR,0.91
10/18/2016,GBP,0.81
10/19/2016,USD,1.00
10/19/2016,CAD,1.31
10/19/2016,AUD,1.30
10/19/2016,EUR,0.91
10/19/2016,GBP,0.81
10/20/2016,USD,1.00
10/20/2016,CAD,1.32
10/20/2016,AUD,1.30
10/20/2016,EUR,0.91
10/20/2016,GBP,0.82
10/21/2016,USD,1.00
10/21/2016,CAD,1.32
10/21/2016,AUD,1.31
10/21/2016,EUR,0.92
10/21/2016,GBP,0.82
10/22/2016,USD,1.00
10/22/2016,CAD,1.32
10/22/2016,AUD,1.31
10/22/2016,EUR,0.92
10/22/2016,GBP,0.82
10/23/2016,USD,1.00
10/23/2016,CAD,1.32
10/23/2016,AUD,1.31
10/23/2016,EUR,0.92
10/23/2016,GBP,0.82
10/24/2016,USD,1.00
10/24/2016,CAD,1.34
10/24/2016,AUD,1.31
10/24/2016,EUR,0.92
10/24/2016,GBP,0.82
10/25/2016,USD,1.00
10/25/2016,CAD,1.33
10/25/2016,AUD,1.31
10/25/2016,EUR,0.92
10/25/2016,GBP,0.82
10/26/2016,USD,1.00
10/26/2016,CAD,1.34
10/26/2016,AUD,1.30
10/26/2016,EUR,0.92
10/26/2016,GBP,0.82
10/27/2016,USD,1.00
10/27/2016,CAD,1.34
10/27/2016,AUD,1.31
10/27/2016,EUR,0.92
10/27/2016,GBP,0.82
10/28/2016,USD,1.00
10/28/2016,CAD,1.34
10/28/2016,AUD,1.32
10/28/2016,EUR,0.92
10/28/2016,GBP,0.82
10/29/2016,USD,1.00
10/29/2016,CAD,1.34
10/29/2016,AUD,1.32
10/29/2016,EUR,0.92
10/29/2016,GBP,0.82
10/30/2016,USD,1.00
10/30/2016,CAD,1.34
10/30/2016,AUD,1.32
10/30/2016,EUR,0.92
10/30/2016,GBP,0.82
10/31/2016,USD,1.00
10/31/2016,CAD,1.34
10/31/2016,AUD,1.32
10/31/2016,EUR,0.91
10/31/2016,GBP,0.82
11/1/2016,USD,1.00
11/1/2016,CAD,1.34
11/1/2016,AUD,1.30
11/1/2016,EUR,0.91
11/1/2016,GBP,0.82
11/2/2016,USD,1.00
11/2/2016,CAD,1.34
11/2/2016,AUD,1.31
11/2/2016,EUR,0.90
11/2/2016,GBP,0.81
11/3/2016,USD,1.00
11/3/2016,CAD,1.34
11/3/2016,AUD,1.30
11/3/2016,EUR,0.90
11/3/2016,GBP,0.80
11/4/2016,USD,1.00
11/4/2016,CAD,1.34
11/4/2016,AUD,1.30
11/4/2016,EUR,0.90
11/4/2016,GBP,0.80
11/5/2016,USD,1.00
11/5/2016,CAD,1.34
11/5/2016,AUD,1.30
11/5/2016,EUR,0.90
11/5/2016,GBP,0.80
11/6/2016,USD,1.00
11/6/2016,CAD,1.34
11/6/2016,AUD,1.30
11/6/2016,EUR,0.90
11/6/2016,GBP,0.80
11/7/2016,USD,1.00
11/7/2016,CAD,1.34
11/7/2016,AUD,1.30
11/7/2016,EUR,0.90
11/7/2016,GBP,0.80
11/8/2016,USD,1.00
11/8/2016,CAD,1.34
11/8/2016,AUD,1.30
11/8/2016,EUR,0.91
11/8/2016,GBP,0.81
11/9/2016,USD,1.00
11/9/2016,CAD,1.34
11/9/2016,AUD,1.30
11/9/2016,EUR,0.91
11/9/2016,GBP,0.81
11/10/2016,USD,1.00
11/10/2016,CAD,1.35
11/10/2016,AUD,1.32
11/10/2016,EUR,0.92
11/10/2016,GBP,0.81
11/11/2016,USD,1.00
11/11/2016,CAD,1.35
11/11/2016,AUD,1.31
11/11/2016,EUR,0.92
11/11/2016,GBP,0.79
11/12/2016,USD,1.00
11/12/2016,CAD,1.35
11/12/2016,AUD,1.31
11/12/2016,EUR,0.92
11/12/2016,GBP,0.79
11/13/2016,USD,1.00
11/13/2016,CAD,1.35
11/13/2016,AUD,1.31
11/13/2016,EUR,0.92
11/13/2016,GBP,0.79
11/14/2016,USD,1.00
11/14/2016,CAD,1.35
11/14/2016,AUD,1.32
11/14/2016,EUR,0.93
11/14/2016,GBP,0.80
11/15/2016,USD,1.00
11/15/2016,CAD,1.35
11/15/2016,AUD,1.32
11/15/2016,EUR,0.93
11/15/2016,GBP,0.80
11/16/2016,USD,1.00
11/16/2016,CAD,1.35
11/16/2016,AUD,1.34
11/16/2016,EUR,0.93
11/16/2016,GBP,0.80
11/17/2016,USD,1.00
11/17/2016,CAD,1.34
11/17/2016,AUD,1.34
11/17/2016,EUR,0.93
11/17/2016,GBP,0.80
11/18/2016,USD,1.00
11/18/2016,CAD,1.35
11/18/2016,AUD,1.35
11/18/2016,EUR,0.94
11/18/2016,GBP,0.81
11/19/2016,USD,1.00
11/19/2016,CAD,1.35
11/19/2016,AUD,1.35
11/19/2016,EUR,0.94
11/19/2016,GBP,0.81
11/20/2016,USD,1.00
11/20/2016,CAD,1.35
11/20/2016,AUD,1.35
11/20/2016,EUR,0.94
11/20/2016,GBP,0.81
11/21/2016,USD,1.00
11/21/2016,CAD,1.35
11/21/2016,AUD,1.36
11/21/2016,EUR,0.94
11/21/2016,GBP,0.81
11/22/2016,USD,1.00
11/22/2016,CAD,1.34
11/22/2016,AUD,1.35
11/22/2016,EUR,0.94
11/22/2016,GBP,0.80
11/23/2016,USD,1.00
11/23/2016,CAD,1.35
11/23/2016,AUD,1.35
11/23/2016,EUR,0.94
11/23/2016,GBP,0.81
11/24/2016,USD,1.00
11/24/2016,CAD,1.35
11/24/2016,AUD,1.35
11/24/2016,EUR,0.95
11/24/2016,GBP,0.80
11/25/2016,USD,1.00
11/25/2016,CAD,1.35
11/25/2016,AUD,1.34
11/25/2016,EUR,0.94
11/25/2016,GBP,0.80
11/26/2016,USD,1.00
11/26/2016,CAD,1.35
11/26/2016,AUD,1.34
11/26/2016,EUR,0.94
11/26/2016,GBP,0.80
11/27/2016,USD,1.00
11/27/2016,CAD,1.35
11/27/2016,AUD,1.34
11/27/2016,EUR,0.94
11/27/2016,GBP,0.80
11/28/2016,USD,1.00
11/28/2016,CAD,1.35
11/28/2016,AUD,1.34
11/28/2016,EUR,0.94
11/28/2016,GBP,0.81
11/29/2016,USD,1.00
11/29/2016,CAD,1.35
11/29/2016,AUD,1.34
11/29/2016,EUR,0.95
11/29/2016,GBP,0.80
11/30/2016,USD,1.00
11/30/2016,CAD,1.34
11/30/2016,AUD,1.34
11/30/2016,EUR,0.94
11/30/2016,GBP,0.80
12/1/2016,USD,1.00
12/1/2016,CAD,1.34
12/1/2016,AUD,1.35
12/1/2016,EUR,0.94
12/1/2016,GBP,0.79
12/2/2016,USD,1.00
